/home/andreas/anaconda3/envs/default/bin/python /home/andreas/workspace/semeval/project/results_evaluator.py
start evaluating
|                                    |   pred_acc |   val_acc |   epoch | backend   | classifier   |   dimensionality |   padding |   lstm_size | activation1   | activation2   | optimizer   | loss                           |   batch_size |   dropout |   vsplit | embedding                                    |   embedding2 |   rich |   runtime | argv                                                                                                                      |
| ('2018-01-22_16-51-30-346380', 3)  |      0.649 |     0.686 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | logcosh                        |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2300.166 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'logcosh', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-30-218064', 1)  |      0.649 |     0.678 |      11 | theano    | LSTM_05add   |              300 |        25 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2371.184 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '25', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-30-346477', 3)  |      0.649 |     0.678 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.700 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1576.848 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.7', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-025191', 3)  |      0.649 |     0.678 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.800 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1691.222 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.8', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-894210', 1)  |      0.649 |     0.694 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | tanh          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3306.889 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'tanh', '--emb_dir', '../embeddings/']                    |
| ('2018-01-22_16-51-30-218064', 5)  |      0.649 |     0.665 |       9 | theano    | LSTM_05add   |              300 |        25 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   694.320 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '25', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-30-025191', 1)  |      0.649 |     0.678 |       5 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.800 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2683.311 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.8', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-025176', 3)  |      0.649 |     0.653 |      17 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | categorical_hinge              |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2720.222 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'categorical_hinge', '--emb_dir', '../embeddings/']              |
| ('2018-01-22_16-53-07-729069', 1)  |      0.649 |     0.674 |      14 | theano    | LSTM_05add   |              100 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_iter20_sg_100_lc            |          nan |      3 |  3342.757 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_sg_i20_100_lc', '--emb_dir', '../embeddings/']          |
| ('2018-01-22_16-51-30-219044', 3)  |      0.646 |     0.649 |      11 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | mean_absolute_error            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1979.488 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'mean_absolute_error', '--emb_dir', '../embeddings/']            |
| ('2018-01-22_16-51-29-919626', 2)  |      0.646 |     0.658 |      15 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.350 | embeddings_cache_file_word2vec               |          nan |      3 |  2016.352 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.35', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-850364', 2)  |      0.646 |     0.678 |       7 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.600 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1317.418 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.6', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-718717', 3)  |      0.646 |     0.674 |      13 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2178.651 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '64', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-29-792611', 3)  |      0.646 |     0.678 |      15 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2490.210 | ['--runs', '10', '--classifier', 'LSTM_05add', '--rich', '3', '--emb_dir', '../embeddings/']                              |
| ('2018-01-22_16-51-30-218064', 7)  |      0.646 |     0.665 |      13 | theano    | LSTM_05add   |              300 |        25 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   847.218 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '25', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-29-660948', 8)  |      0.646 |     0.624 |      16 | theano    | LSTM_05add   |              300 |        10 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   659.104 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '10', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-53-07-444922', 3)  |      0.646 |     0.665 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2409.963 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'w2v', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-29-136932', 2)  |      0.646 |     0.645 |       4 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.400 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   893.862 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.4', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-421955', 1)  |      0.646 |     0.694 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | elu           | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3259.431 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'elu', '--emb_dir', '../embeddings/']                     |
| ('2018-01-22_16-51-30-893673', 2)  |      0.646 |     0.678 |      16 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_dict2vec               |          nan |      3 |  2658.727 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'd2v', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-30-893633', 3)  |      0.646 |     0.661 |      15 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2392.624 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.9', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-136932', 3)  |      0.646 |     0.636 |       7 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.400 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1290.014 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.4', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-136932', 1)  |      0.646 |     0.678 |       5 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.400 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2663.086 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.4', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-894222', 1)  |      0.646 |     0.669 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |            8 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  5088.686 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '8', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-29-553648', 3)  |      0.646 |     0.653 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | sigmoid       | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2273.720 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'sigmoid', '--emb_dir', '../embeddings/']                 |
| ('2018-01-22_16-51-28-816656', 1)  |      0.646 |     0.694 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | elu           | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3112.772 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'elu', '--emb_dir', '../embeddings/']                     |
| ('2018-01-22_16-51-30-893216', 3)  |      0.646 |     0.678 |      19 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |          256 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2065.975 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '256', '--emb_dir', '../embeddings/']                      |
| ('2018-01-22_16-51-30-893246', 2)  |      0.646 |     0.702 |      20 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |          512 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2032.887 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '512', '--emb_dir', '../embeddings/']                      |
| ('2018-01-22_16-53-07-729070', 1)  |      0.646 |     0.674 |       9 | theano    | LSTM_05add   |              100 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_hs_iter25_cb_100            |          nan |      3 |  2730.188 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_cb_hs_i25_100', '--emb_dir', '../embeddings/']          |
| ('2018-01-22_16-50-24-468682', 5)  |      0.646 |     0.686 |      19 | theano    | LSTM_05add   |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1509.336 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '16', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-29-137206', 1)  |      0.642 |     0.694 |       9 | theano    | LSTM_05add   |              300 |       100 |         128 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4505.259 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '128', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-30-383289', 2)  |      0.642 |     0.646 |      18 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.500 | embeddings_cache_file_word2vec               |          nan |      3 |  2011.808 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.5', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-29-158673', 2)  |      0.642 |     0.674 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | mean_squared_error             |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1725.114 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'mean_squared_error', '--emb_dir', '../embeddings/']             |
| ('2018-01-22_16-51-29-843555', 3)  |      0.642 |     0.707 |      15 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2463.000 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '32', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-53-06-694358', 1)  |      0.642 |     0.682 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_ftx_hs_iter20_cb_300        |          nan |      3 |  3269.404 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_ftx_cb_hs_i20_300', '--emb_dir', '../embeddings/']      |
| ('2018-01-22_16-51-29-641739', 1)  |      0.642 |     0.707 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | linear        | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2946.384 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'linear', '--emb_dir', '../embeddings/']                  |
| ('2018-01-22_16-51-30-194350', 4)  |      0.639 |     0.604 |      12 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.550 | embeddings_cache_file_word2vec               |          nan |      3 |  1456.117 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.55', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-346380', 2)  |      0.639 |     0.649 |       6 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | logcosh                        |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1175.611 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'logcosh', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-30-982473', 1)  |      0.639 |     0.686 |      10 | theano    | LSTM_05add   |              300 |       250 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  5331.735 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '250', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-347768', 1)  |      0.639 |     0.616 |       5 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.200 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2752.947 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.2', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-158641', 3)  |      0.639 |     0.661 |       7 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.500 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1335.373 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.5', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-53-07-250208', 1)  |      0.639 |     0.682 |      15 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_iter20_cb_300               |          nan |      3 |  4196.407 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_cb_i20_300', '--emb_dir', '../embeddings/']             |
| ('2018-01-22_16-51-30-346380', 1)  |      0.639 |     0.669 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | logcosh                        |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3413.168 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'logcosh', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-50-24-468682', 1)  |      0.639 |     0.665 |      18 | theano    | LSTM_05add   |              300 |       100 |          16 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3208.804 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '16', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-30-893755', 1)  |      0.639 |     0.686 |      10 | theano    | LSTM_05add   |              300 |       175 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4384.156 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '175', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-441024', 3)  |      0.639 |     0.665 |      13 | theano    | LSTM_05add   |              300 |       100 |          32 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1382.700 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '32', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-29-441024', 4)  |      0.639 |     0.686 |      11 | theano    | LSTM_05add   |              300 |       100 |          32 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1222.504 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '32', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-30-893673', 3)  |      0.639 |     0.649 |      14 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_dict2vec               |          nan |      3 |  2286.866 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'd2v', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-29-553648', 1)  |      0.639 |     0.698 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | sigmoid       | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3267.475 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'sigmoid', '--emb_dir', '../embeddings/']                 |
| ('2018-01-22_16-51-30-709121', 1)  |      0.636 |     0.627 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.450 | embeddings_cache_file_word2vec               |          nan |      3 |  2930.483 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.45', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-397618', 3)  |      0.636 |     0.649 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | softmax       | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1679.413 | ['--runs', '10', '--classifier', 'LSTM_05add', '--activation1', 'softmax', '--emb_dir', '../embeddings/']                 |
| ('2018-01-22_16-53-07-444922', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3111.821 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'w2v', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-29-718717', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2923.943 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '64', '--emb_dir', '../embeddings/']                        |
| ('2018-01-22_16-51-29-792611', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3013.514 | ['--runs', '10', '--classifier', 'LSTM_05add', '--rich', '3', '--emb_dir', '../embeddings/']                              |
| ('2018-01-22_16-51-30-893633', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2960.185 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.9', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-137145', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       150 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3605.923 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '150', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-53-07-250208', 2)  |      0.633 |     0.669 |      12 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_iter20_cb_300               |          nan |      3 |  2156.747 | ['--runs', '10', '--classifier', 'LSTM_05add', '--embedding', 'ce_cb_i20_300', '--emb_dir', '../embeddings/']             |
| ('2018-01-22_16-51-30-893930', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |        50 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2588.610 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '50', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-29-137206', 2)  |      0.633 |     0.694 |       7 | theano    | LSTM_05add   |              300 |       100 |         128 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2261.596 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '128', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-30-214961', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2994.110 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '100', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-30-347768', 3)  |      0.633 |     0.669 |       9 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.200 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  1602.599 | ['--runs', '10', '--classifier', 'LSTM_05add', '--dropout', '0.2', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-28-816730', 1)  |      0.633 |     0.661 |       5 | theano    | LSTM_05add   |              300 |       100 |         188 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4781.666 | ['--runs', '10', '--classifier', 'LSTM_05add', '--lstm_size', '188', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-30-338013', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       200 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  4113.822 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '200', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-158673', 1)  |      0.633 |     0.694 |      10 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | mean_squared_error             |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3428.798 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'mean_squared_error', '--emb_dir', '../embeddings/']             |
| ('2018-01-22_16-51-29-843555', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2946.933 | ['--runs', '10', '--classifier', 'LSTM_05add', '--batch_size', '32', '--emb_dir', '../embeddings/']                       |
| ('2018-01-22_16-51-30-347873', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3187.601 | ['--runs', '10', '--classifier', 'LSTM_05add', '--loss', 'binary_crossentropy', '--emb_dir', '../embeddings/']            |
| ('2018-01-22_16-51-30-709148', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  2936.077 | ['--runs', '10', '--classifier', 'LSTM_05add', '--vsplit', '0.1', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-30-893944', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       125 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |  3349.520 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '125', '--emb_dir', '../embeddings/']                         |
| ('2018-01-22_16-51-29-371116', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      1 |  3044.825 | ['--runs', '10', '--classifier', 'LSTM_05add', '--rich', '1', '--emb_dir', '../embeddings/']                              |
| ('2018-01-22_16-51-30-218064', 6)  |      0.633 |     0.674 |       9 | theano    | LSTM_05add   |              300 |        25 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      3 |   672.573 | ['--runs', '10', '--classifier', 'LSTM_05add', '--padding', '25', '--emb_dir', '../embeddings/']                          |
| ('2018-01-22_16-51-29-408546', 1)  |      0.633 |     0.669 |       8 | theano    | LSTM_05add   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec               |          nan |      0 |  3076.720 | ['--runs', '10', '--classifier', 'LSTM_05add', '--rich', '0', '--emb_dir', '../embeddings/']                              |
