/home/andreas/anaconda3/envs/default/bin/python /home/andreas/workspace/semeval/project/results_evaluator.py
start evaluating
|                                   |   pred_acc |   val_acc |   epoch | backend    | classifier     |   dimensionality |   padding |   lstm_size | activation1   | activation2   | optimizer   | loss                           |   batch_size |   dropout |   vsplit | embedding                                     |   embedding2 |   rich |   runtime | argv                                                                                                                                                                                                                                             |
| ('2018-01-06_14-57-02-783067', 2) |      0.665 |     0.694 |       8 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_iter20_sg_300_lc             |          nan |      3 |   233.595 | ['--embedding', 'ce_sg_i20_300_lc', '--epochs', '40']                                                                                                                                                                                            |
| ('2018-01-06_23-46-12-836283', 4) |      0.665 |     0.656 |      12 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   241.426 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-17_22-52-00-370923', 2) |      0.665 |     0.674 |       8 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   207.149 | []                                                                                                                                                                                                                                               |
| ('2018-01-07_02-28-09-019236', 1) |      0.665 |     0.744 |       9 | tensorflow | LSTM_01        |              300 |       175 |          64 | selu          | sigmoid       | adagrad     | mean_squared_error             |           32 |     0.600 |    0.050 | embeddings_cache_file_fastText                |          nan |      3 |   334.822 | ['--runs', '5', '--epochs', '40', '--embedding', 'ftx', '--lstm', '64', '--loss', 'mean_squared_error', '--padding', '175', '--batch', '32', '--optimizer', 'adagrad', '--vsplit', '0.05', '--activation1', 'selu', '--dropout', '0.6']          |
| ('2018-01-07_22-52-41-208327', 3) |      0.665 |     0.649 |      12 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   286.840 | []                                                                                                                                                                                                                                               |
| ('2018-01-11_00-21-37-878888', 3) |      0.665 |     0.632 |      15 | tensorflow | CNN_01         |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   375.613 | ['--classifier', 'CNN_01']                                                                                                                                                                                                                       |
| ('2018-01-09_21-59-52-641569', 7) |      0.665 |     0.620 |      11 | tensorflow | ATT_LSTM_03b   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   327.933 | ['--runs', '8', '--patience', '5', '--classifier', 'ATT_LSTM_03b']                                                                                                                                                                               |
| ('2018-01-07_19-55-32-347520', 1) |      0.665 |     0.632 |      13 | tensorflow | ATT_LSTM_01    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   304.849 | ['--classifier', 'ATT_LSTM_01']                                                                                                                                                                                                                  |
| ('2018-01-07_03-36-01-329313', 2) |      0.665 |     0.661 |      13 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   293.967 | ['--patience', '3']                                                                                                                                                                                                                              |
| ('2018-01-07_04-06-43-731545', 1) |      0.665 |     0.653 |       8 | tensorflow | CNN_LSTM_01    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   195.635 | ['--patience', '3', '--classifier', 'CNN_LSTM_01']                                                                                                                                                                                               |
| ('2018-01-09_19-51-12-086524', 2) |      0.665 |     0.632 |       7 | tensorflow | ATT_LSTM_04    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   130.497 | ['--patience', '5', '--classifier', 'ATT_LSTM_04']                                                                                                                                                                                               |
| ('2018-01-08_21-21-35-182128', 2) |      0.661 |     0.665 |       7 | tensorflow | LSTM_06        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   361.915 | ['--patience', '5', '--classifier', 'LSTM_06']                                                                                                                                                                                                   |
| ('2018-01-11_00-46-19-833776', 3) |      0.661 |     0.665 |       6 | tensorflow | CNN_02         |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |    77.854 | ['--classifier', 'CNN_02']                                                                                                                                                                                                                       |
| ('2018-01-11_00-46-19-833776', 1) |      0.661 |     0.669 |       4 | tensorflow | CNN_02         |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |    55.266 | ['--classifier', 'CNN_02']                                                                                                                                                                                                                       |
| ('2018-01-08_13-05-02-956576', 2) |      0.661 |     0.694 |       9 | tensorflow | LSTM_02        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   407.969 | ['--classifier', 'LSTM_02']                                                                                                                                                                                                                      |
| ('2018-01-06_14-57-02-783067', 1) |      0.661 |     0.636 |      14 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_iter20_sg_300_lc             |          nan |      3 |   400.762 | ['--embedding', 'ce_sg_i20_300_lc', '--epochs', '40']                                                                                                                                                                                            |
| ('2018-01-07_02-28-09-019236', 5) |      0.661 |     0.736 |       4 | tensorflow | LSTM_01        |              300 |       175 |          64 | selu          | sigmoid       | adagrad     | mean_squared_error             |           32 |     0.600 |    0.050 | embeddings_cache_file_fastText                |          nan |      3 |   167.242 | ['--runs', '5', '--epochs', '40', '--embedding', 'ftx', '--lstm', '64', '--loss', 'mean_squared_error', '--padding', '175', '--batch', '32', '--optimizer', 'adagrad', '--vsplit', '0.05', '--activation1', 'selu', '--dropout', '0.6']          |
| ('2018-01-06_23-17-25-099243', 1) |      0.661 |     0.654 |       8 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   159.478 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-07_19-55-32-347520', 2) |      0.661 |     0.661 |      10 | tensorflow | ATT_LSTM_01    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   231.645 | ['--classifier', 'ATT_LSTM_01']                                                                                                                                                                                                                  |
| ('2018-01-07_02-05-14-348855', 2) |      0.661 |     0.670 |      15 | tensorflow | LSTM_01        |              300 |       125 |          64 | relu          | sigmoid       | adam        | mean_squared_logarithmic_error |           64 |     0.800 |    0.400 | embeddings_cache_file_dict2vec_prov_freq_lc   |          nan |      3 |   352.865 | ['--epochs', '40', '--embedding', 'd2v_pf_lc', '--lstm_size', '64', '--loss', 'mean_squared_logarithmic_error', '--padding', '125', '--batch_size', '64', '--optimizer', 'adam', '--vsplit', '0.4', '--activation1', 'relu', '--dropout', '0.8'] |
| ('2018-01-06_23-51-34-376124', 1) |      0.661 |     0.663 |       8 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   139.784 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-06_23-17-25-099243', 2) |      0.661 |     0.633 |      18 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   176.292 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-09_20-06-55-833929', 1) |      0.658 |     0.636 |       5 | tensorflow | ATT_LSTM_03c   |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   407.180 | ['--patience', '5', '--classifier', 'ATT_LSTM_03c']                                                                                                                                                                                              |
| ('2018-01-09_22-45-43-699952', 1) |      0.658 |     0.715 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   440.683 | []                                                                                                                                                                                                                                               |
| ('2018-01-09_23-45-49-605686', 1) |      0.658 |     0.624 |      14 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   336.674 | []                                                                                                                                                                                                                                               |
| ('2018-01-07_02-28-09-019236', 2) |      0.658 |     0.702 |       8 | tensorflow | LSTM_01        |              300 |       175 |          64 | selu          | sigmoid       | adagrad     | mean_squared_error             |           32 |     0.600 |    0.050 | embeddings_cache_file_fastText                |          nan |      3 |   312.320 | ['--runs', '5', '--epochs', '40', '--embedding', 'ftx', '--lstm', '64', '--loss', 'mean_squared_error', '--padding', '175', '--batch', '32', '--optimizer', 'adagrad', '--vsplit', '0.05', '--activation1', 'selu', '--dropout', '0.6']          |
| ('2018-01-07_02-05-14-348855', 1) |      0.658 |     0.664 |      15 | tensorflow | LSTM_01        |              300 |       125 |          64 | relu          | sigmoid       | adam        | mean_squared_logarithmic_error |           64 |     0.800 |    0.400 | embeddings_cache_file_dict2vec_prov_freq_lc   |          nan |      3 |   454.194 | ['--epochs', '40', '--embedding', 'd2v_pf_lc', '--lstm_size', '64', '--loss', 'mean_squared_logarithmic_error', '--padding', '125', '--batch_size', '64', '--optimizer', 'adam', '--vsplit', '0.4', '--activation1', 'relu', '--dropout', '0.8'] |
| ('2018-01-08_19-34-41-046739', 2) |      0.658 |     0.698 |       9 | tensorflow | LSTM_05dot     |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   479.460 | ['--patience', '5', '--classifier', 'LSTM_05dot']                                                                                                                                                                                                |
| ('2018-01-09_20-52-29-167767', 3) |      0.658 |     0.690 |       4 | tensorflow | LSTM_00        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   192.341 | ['--patience', '5', '--classifier', 'LSTM_00']                                                                                                                                                                                                   |
| ('2018-01-21_20-36-44-588861', 3) |      0.658 |     0.686 |       9 | theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   403.626 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-18_10-47-12-446741', 2) |      0.658 |     0.665 |      10 | tensorflow | LSTM_05conc    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_dict2vec_prov_freq_lc   |          nan |      3 |   431.006 | ['--classifier', 'LSTM_05conc', '--embedding', 'd2v_pf_lc']                                                                                                                                                                                      |
| ('2018-01-08_17-11-10-891132', 1) |      0.658 |     0.690 |      16 | tensorflow | LSTM_05add     |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |  1448.656 | ['--classifier', 'LSTM_05add']                                                                                                                                                                                                                   |
| ('2018-01-06_21-22-43-940136', 3) |      0.658 |     0.661 |      10 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_dict2vec_prov_freq      |          nan |      3 |   782.900 | ['--embedding', 'd2v_pf', '--epochs', '40']                                                                                                                                                                                                      |
| ('2018-01-21_21-54-02-124978', 3) |      0.658 |     0.690 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   218.857 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-06_21-24-08-225621', 2) |      0.658 |     0.645 |      16 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_ftx_hs_iter20_sg_300         |          nan |      3 |  1249.968 | ['--embedding', 'ce_ftx_sg_hs_i20_300', '--epochs', '40']                                                                                                                                                                                        |
| ('2018-01-23_00-15-28-131578', 3) |      0.658 |     0.665 |      11 | theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_sg_300                       |          nan |      3 |   651.702 | ['--embedding', 'ce_sg_300']                                                                                                                                                                                                                     |
| ('2018-01-06_21-24-08-225621', 3) |      0.658 |     0.698 |      12 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_ftx_hs_iter20_sg_300         |          nan |      3 |   904.693 | ['--embedding', 'ce_ftx_sg_hs_i20_300', '--epochs', '40']                                                                                                                                                                                        |
| ('2018-01-21_21-54-02-124978', 1) |      0.655 |     0.665 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   206.418 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-06_23-51-34-376124', 4) |      0.655 |     0.660 |      17 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   251.903 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-06_21-00-58-547960', 3) |      0.655 |     0.694 |      14 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_iter20_sg_300_lc             |          nan |      3 |   312.390 | ['--embedding', 'ce_sg_i20_300_lc', '--epochs', '40']                                                                                                                                                                                            |
| ('2018-01-07_03-36-01-329313', 1) |      0.655 |     0.682 |       7 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   163.466 | ['--patience', '3']                                                                                                                                                                                                                              |
| ('2018-01-09_22-04-17-678477', 3) |      0.655 |     0.632 |      17 | tensorflow | ATT_LSTM_03b3  |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   922.463 | ['--patience', '5', '--classifier', 'ATT_LSTM_03b3']                                                                                                                                                                                             |
| ('2018-01-07_02-53-44-723657', 1) |      0.655 |     0.645 |       7 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   288.696 | []                                                                                                                                                                                                                                               |
| ('2018-01-11_02-30-22-312837', 2) |      0.655 |     0.686 |      11 | tensorflow | LSTM_CNN_07con |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   404.609 | ['--classifier', 'LSTM_CNN_07con']                                                                                                                                                                                                               |
| ('2018-01-11_02-30-22-312837', 3) |      0.655 |     0.653 |       7 | tensorflow | LSTM_CNN_07con |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   264.154 | ['--classifier', 'LSTM_CNN_07con']                                                                                                                                                                                                               |
| ('2018-01-15_22-33-41-888876', 1) |      0.655 |     0.632 |       9 | tensorflow | LSTM_CNN_07con |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   377.272 | ['--classifier', 'LSTM_CNN_07con']                                                                                                                                                                                                               |
| ('2018-01-06_21-24-23-269128', 1) |      0.655 |     0.669 |      15 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_ftx_hs_iter20_sg_300_lc      |          nan |      3 |  1184.180 | ['--embedding', 'ce_ftx_sg_hs_i20_300_lc', '--epochs', '40']                                                                                                                                                                                     |
| ('2018-01-06_23-17-25-099243', 4) |      0.655 |     0.644 |      13 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   142.436 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-22_00-46-00-625194', 1) |      0.655 |     0.694 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   219.036 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-06_23-51-34-376124', 5) |      0.652 |     0.659 |      10 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   114.535 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-08_19-07-55-591034', 3) |      0.652 |     0.678 |      10 | tensorflow | LSTM_05max     |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   817.600 | ['--patience', '5', '--classifier', 'LSTM_05max']                                                                                                                                                                                                |
| ('2018-01-21_21-22-47-120442', 1) |      0.652 |     0.682 |       5 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   123.071 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-21_21-02-33-116967', 2) |      0.652 |     0.674 |       7 | theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   344.279 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-21_20-36-44-588861', 2) |      0.652 |     0.674 |       7 | theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   321.183 | ['--epochs', '10']                                                                                                                                                                                                                               |
| ('2018-01-06_23-46-12-836283', 5) |      0.652 |     0.650 |      10 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   192.673 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-07_23-33-47-416897', 2) |      0.652 |     0.632 |       6 | tensorflow | LSTM_04        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   454.327 | ['--classifier', 'LSTM_04']                                                                                                                                                                                                                      |
| ('2018-01-07_02-28-09-019236', 3) |      0.652 |     0.620 |      13 | tensorflow | LSTM_01        |              300 |       175 |          64 | selu          | sigmoid       | adagrad     | mean_squared_error             |           32 |     0.600 |    0.050 | embeddings_cache_file_fastText                |          nan |      3 |   503.175 | ['--runs', '5', '--epochs', '40', '--embedding', 'ftx', '--lstm', '64', '--loss', 'mean_squared_error', '--padding', '175', '--batch', '32', '--optimizer', 'adagrad', '--vsplit', '0.05', '--activation1', 'selu', '--dropout', '0.6']          |
| ('2018-01-06_21-24-23-269128', 3) |      0.652 |     0.678 |      11 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_ftx_hs_iter20_sg_300_lc      |          nan |      3 |   874.159 | ['--embedding', 'ce_ftx_sg_hs_i20_300_lc', '--epochs', '40']                                                                                                                                                                                     |
| ('2018-01-08_00-33-47-640279', 1) |      0.652 |     0.661 |       7 | tensorflow | CNN_LSTM_02    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   223.083 | ['--classifier', 'CNN_LSTM_02']                                                                                                                                                                                                                  |
| ('2018-01-18_00-38-00-394209', 1) |      0.652 |     0.632 |      13 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   286.650 | []                                                                                                                                                                                                                                               |
| ('2018-01-17_19-36-14-526964', 1) |      0.652 |     0.690 |       7 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   172.826 | []                                                                                                                                                                                                                                               |
| ('2018-01-08_03-20-02-415139', 2) |      0.652 |     0.636 |       4 | tensorflow | ATT_LSTM_02    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   192.644 | ['--classifier', 'ATT_LSTM_02']                                                                                                                                                                                                                  |
| ('2018-01-06_23-51-34-376124', 2) |      0.652 |     0.650 |      17 | tensorflow | LSTM_01        |              300 |        47 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.400 | embeddings_cache_file_word2vec                |          nan |      3 |   277.961 | ['--padding', '47', '--runs', '5', '--vsplit', '0.4']                                                                                                                                                                                            |
| ('2018-01-07_04-19-46-586228', 1) |      0.652 |     0.690 |       6 | tensorflow | CNN_LSTM_01    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   181.355 | ['--classifier', 'CNN_LSTM_01']                                                                                                                                                                                                                  |
| ('2018-01-22_23-31-07-987693', 2) |      0.649 |     0.669 |       7 | theano     | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_sg_300                       |          nan |      3 |   326.187 | ['--embedding', 'ce_sg_300']                                                                                                                                                                                                                     |
| ('2018-01-06_21-24-08-225621', 1) |      0.649 |     0.665 |       9 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | custom_embedding_ftx_hs_iter20_sg_300         |          nan |      3 |   719.235 | ['--embedding', 'ce_ftx_sg_hs_i20_300', '--epochs', '40']                                                                                                                                                                                        |
| ('2018-01-08_13-05-02-956576', 1) |      0.649 |     0.661 |       7 | tensorflow | LSTM_02        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   211.914 | ['--classifier', 'LSTM_02']                                                                                                                                                                                                                      |
| ('2018-01-09_20-52-29-167767', 2) |      0.649 |     0.682 |       4 | tensorflow | LSTM_00        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   278.404 | ['--patience', '5', '--classifier', 'LSTM_00']                                                                                                                                                                                                   |
| ('2018-01-08_14-12-45-559667', 1) |      0.649 |     0.665 |      14 | tensorflow | LSTM_02d       |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   700.969 | ['--classifier', 'LSTM_02d']                                                                                                                                                                                                                     |
| ('2018-01-08_03-20-02-415139', 1) |      0.649 |     0.645 |      14 | tensorflow | ATT_LSTM_02    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   595.783 | ['--classifier', 'ATT_LSTM_02']                                                                                                                                                                                                                  |
| ('2018-01-08_02-44-59-364714', 1) |      0.649 |     0.649 |      13 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   309.304 | ['--classifier', 'LSTM_01']                                                                                                                                                                                                                      |
| ('2018-01-08_19-07-55-591034', 2) |      0.649 |     0.715 |      10 | tensorflow | LSTM_05max     |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   419.218 | ['--patience', '5', '--classifier', 'LSTM_05max']                                                                                                                                                                                                |
| ('2018-01-08_21-57-43-367207', 2) |      0.646 |     0.674 |       7 | tensorflow | LSTM_06        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   364.732 | ['--patience', '5', '--classifier', 'LSTM_06']                                                                                                                                                                                                   |
| ('2018-01-10_21-21-59-946390', 3) |      0.646 |     0.649 |       8 | tensorflow | LSTM_01        |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   206.294 | []                                                                                                                                                                                                                                               |
| ('2018-01-11_00-21-37-878888', 2) |      0.646 |     0.640 |       6 | tensorflow | CNN_01         |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   151.965 | ['--classifier', 'CNN_01']                                                                                                                                                                                                                       |
| ('2018-01-08_00-33-47-640279', 2) |      0.646 |     0.665 |       8 | tensorflow | CNN_LSTM_02    |              300 |       100 |          64 | relu          | sigmoid       | adam        | binary_crossentropy            |           32 |     0.900 |    0.100 | embeddings_cache_file_word2vec                |          nan |      3 |   263.943 | ['--classifier', 'CNN_LSTM_02']                                                                                                                                                                                                                  |
